Country Name,Country Code,Agricultural land (% of land area),Current account balance (% of GDP),Electricity production from coal sources (% of total),Fossil fuel energy consumption (% of total),Electric power consumption (kWh per capita),CO2 emissions (kg per 2000 US$ of GDP),CO2 emissions (metric tons per capita),"PM10, country level (micrograms per cubic meter)",Population density (people per sq. km),Population in urban agglomerations of more than 1 million (% of total population),"Inflation, consumer prices (annual %)",Real interest rate (%),"Highest marginal tax rate, corporate rate (%)","Highest marginal tax rate, individual rate (%)",Tax revenue (% of GDP),Ease of doing business index (1=most business-friendly regulations),Cost to export (US$ per container),Cost to import (US$ per container),Rigidity of employment index (0=less rigid to 100=more rigid),Total tax rate (% of profit),Information and communication technology expenditure per capita (current US$),Mobile cellular subscriptions (per 100 people),Telephone lines (per 100 people),Fixed broadband Internet subscribers (per 100 people),Internet users (per 100 people),General government final consumption expenditure (% of GDP),"Household final consumption expenditure, etc. (% of GDP)",Exports of goods and services (% of GDP),Gross capital formation (% of GDP),Imports of goods and services (% of GDP),GDP per capita (constant 2000 US$),GDP per capita growth (annual %),"Expenditure per student, primary (% of GDP per capita)","Expenditure per student, secondary (% of GDP per capita)","Public spending on education, total (% of GDP)","Health expenditure, private (% of GDP)","Health expenditure, public (% of GDP)",Employment in agriculture (% of total employment),Employment in industry (% of total employment),Employment in services (% of total employment),"Labor participation rate, total (% of total population ages 15+)",Labor force with primary education (% of total),Labor force with secondary education (% of total),Labor force with tertiary education (% of total),Long-term unemployment (% of total unemployment),"Unemployment, total (% of total labor force)","Life expectancy at birth, total (years)","Life expectancy at birth, male (years)",Population ages 15-64 (% of total),Researchers in R&D (per million people),Urban population (% of total),"Tariff rate, applied, weighted mean, all products (%)",High-technology exports (% of manufactured exports),GDP constant (2005 US$),GDP (current US$),Gross capital formation (% of GDP),Gross capital formation (annual % growth),Mortality rate infant (per 1000 live births),Mortality rate under-5 (per 1000 live births),Population (Total),Population (ages 0-14 % of total),Population (ages 15-64 % of total),Arable land (% of land area),Cereal yield (kg per hectare),Land under cereal production (hectares),LFP Female 15-64 ILO ,LFP Male 15-64 ILO ,LFP Total 15-64 ILO ,LF Tertiary Female %,LF Tertiary Male %,LF Tertiary Total %,Tertiary Enroll Female,Tertiary Enroll Male,Tertiary Enroll Total,Year
Belgium,BEL,45.90488771,,19.36621845,76.06406619,8247.073742,0.497956397,11.26540616,26.77715795,338.5733157,17.32689231,2.54463963,6.01883634,40.17,,27.41484303,20,,,17,,,54.90635973,49.12623878,1.40460398,29.26258291,21.32270866,53.91493638,84.64254929,21.82997605,81.71017037,22623.27831,3.48203055,,,,,,1.9,25.8,71.7,52.1,31.70000076,36.40000153,31.89999962,56.3,6.599999905,77.62439024,74.6,65.61503308,2996.106972,97.1,2.14,9.848679227,3.4863E+11,2.32673E+11,22.57595736,6.368309462,4.7,5.8,10251250,17.55860138,65.51959229,28.4676354,8021.385,313300,56.59999847,73.80000305,65.30000305,36.5,28.39999962,31.89999962,60.9113,54.22179,57.52317,2000
Canada,CAN,7.43530276,2.706837933,19.416905,76.72994537,16990.57839,0.740721332,17.45102695,21.53573192,3.383698924,42.22588781,2.719439957,3.013987325,44.6,,15.34818225,8,,,4,,,28.36231747,67.72896713,4.585459072,42.15510713,18.58520106,55.43105602,45.5785327,20.23087991,39.82566969,23559.50369,4.308175214,,,5.563957632,,,3.3,23.1,73.5,65.3,18,42.59999847,39.40000153,11.2,6.800000191,79.23658537,76.7,68.30661589,3535.458736,79.5,1.3,18.60270205,9.9993E+11,7.24919E+11,20.23087991,8.039643344,5.2,6.2,30769700,19.17090797,68.27953339,5.037658726,2805.7,18209500,70.40000153,82,76.19999695,43.79999924,35.70000076,39.40000153,67.69596,50.51168,58.88373,2000
Switzerland,CHE,38.3,13.13628185,0,55.59507748,7846.500071,0.156284043,5.436669261,28.50065658,179.605555,15.00698294,1.543392089,3.118064827,25.1,,11.08723363,19,,,7,,,64.56536102,72.87821638,0.78527638,47.88818684,11.09078761,59.86703375,46.47824253,23.22620847,40.66227237,34787.10405,2.944316161,21.82289768,26.84560132,5.204922973,,,4.5,25.7,69.8,67.3,16.70000076,59.70000076,23.20000076,29,2.700000048,79.68097561,76.92,67.30219759,3633.679961,73.3,1.38,19.56265005,3.60564E+11,2.56043E+11,23.27621578,2.502526256,4.6,5.6,7184250,17.43778992,67.26117706,10.325,6601.119,182666,71.69999695,89.30000305,80.5,14.19999981,30.39999962,23.20000076,32.30318,43.03085,37.69381,2000
Czech Republic,CZE,55.37724861,-4.742093973,73.1343693,91.38676339,5693.691414,2.218715702,12.24994968,26.59867197,132.9532807,11.40869049,3.904083927,5.572970636,31,,15.43544605,66,,,11,,,42.30392376,37.68653695,0.024334926,9.733970584,21.05515837,52.49663228,63.37427581,29.46853349,66.39459996,5521.189426,3.745760908,11.49665301,21.17484339,3.968126718,,,5.1,39.5,55.3,60,10.5,78.19999695,11.30000019,48.8,8.800000191,74.96829268,71.7,69.70039407,1354.798723,74,2.14,8.148732411,1.06434E+11,58807244368,29.92895521,11.3639317,5.6,6.6,10255063,16.45109749,69.7061615,41.96971658,3907.555,1653115,63.70000076,79.5,71.59999847,10.39999962,12.89999962,11.80000019,28.87741,27.99418,28.42699,2000
Germany,DEU,48.93769533,-1.698682657,53.14609313,83.62511896,6635.543121,0.437538672,10.11337093,23.03165268,235.7140809,7.659455054,1.471334348,10.37849457,51.6,,11.89478788,27,,,42,,,58.63276974,61.08745895,0.322345213,30.16664639,19.00169697,58.86836364,33.37648485,21.77842424,33.0249697,23114.23326,3.055403723,15.34899045,21.55158447,4.455639043,,,2.6,33.5,63.7,58.2,17.79999924,58,24.20000076,51.5,7.900000095,77.92682927,75,68.02947629,3141.939582,73.1,2.14,18.00941091,2.6852E+12,1.8864E+12,22.2998779,3.200140032,4.4,5.4,82211508,15.60938072,68.05699158,33.82719587,6452.88,7015663,63.5,79.19999695,71.5,19.70000076,26.5,23.5,,,,2000
Denmark,DNK,62.38510488,1.412917703,46.25093623,88.24194156,6484.498657,0.294319081,8.827494724,23.3947319,125.7917511,20.18103012,2.924779141,4.928627586,32,,30.82218671,5,,,7,,,63.01920955,71.85221713,1.25530601,39.15805314,25.1242693,47.65843563,46.5508314,21.18173303,40.51526936,29992.9406,3.175048849,24.20897033,38.14784429,8.290184271,,,3.7,25.1,70.7,65.8,22.60000038,51.59999847,24.79999924,20,4.5,76.75365854,74.5,66.6877648,,85.1,2.14,20.67715204,2.42097E+11,1.60083E+11,21.1817494,11.57914897,4.6,5.6,5339616,18.46762276,66.66371918,53.75913269,6216.023,1514258,75.40000153,84.19999695,79.90000153,25.70000076,22.39999962,24,66.26203,48.53244,57.2493,2000
Spain,ESP,59.65130261,-3.992797525,36.38400792,80.5549861,5206.913509,0.506654579,7.30694232,41.18171455,80.68777555,23.77867631,3.43261428,1.665600164,35,,16.15944455,51,,,49,,,60.26609907,42.48047845,0.189647122,13.62534523,17.19282268,59.65747632,29.03422857,26.27760157,32.16212914,14421.94074,4.170692409,17.53125966,23.23635048,4.282304371,,,6.7,30.8,62.5,52.6,53.29999924,19.20000076,26.89999962,47.6,13.89999962,78.96585366,75.6,68.39966267,1904.159055,76.3,2.14,7.644226881,9.63134E+11,5.80345E+11,26.2924527,6.093335072,5.4,6.5,40263216,14.7783289,68.35811615,26.85370741,3609.804,6802494,52.09999847,79.19999695,65.69999695,31.5,23.60000038,26.70000076,63.63991,54.05885,58.74018,2000
Finland,FIN,7.281919958,8.642642883,13.20026861,49.32884861,15285.93089,0.427749442,10.06499736,19.47043094,16.99398431,19.6902449,3.367666887,2.963289972,29,,24.64712023,14,,,41,,,72.03405337,55.0367118,0.676172012,37.22809906,20.3467526,49.89561113,43.53318507,20.155373,33.9309218,23530.12389,4.838418538,16.81234272,23.92745461,5.889285955,,,6,27.2,66.3,63.2,25.5,43,31.5,29,9.699999809,77.50121951,74.15,66.95926136,6735.844038,61.1,2.14,27.33378645,1.71939E+11,1.21794E+11,20.86463179,11.77662506,3.5,4.3,5176209,18.15232849,66.92883301,7.167011392,3498.678,1172700,72.09999847,77.59999847,74.90000153,35.09999847,28,31.39999962,90.48554,74.73041,82.43907,2000
France,FRA,54.24069239,1.481522114,5.756882702,52.45796112,7485.187767,0.275053034,6.201838738,15.36493897,107.5383288,22.86734167,1.699411423,5.225756662,36.66,,23.16202896,31,,,52,,,49.32864453,57.70745549,0.332792734,14.36442109,22.90019509,55.73106734,28.56514488,20.46577844,27.66218575,21914.07186,3.396197834,17.33282053,28.094719,5.668094565,,,4.1,26.3,69.5,55.2,28.60000038,46,25.39999962,42.6,10.19999981,78.9097561,75.3,65.0256938,2910.12349,75.8,2.14,24.2997514,1.97304E+12,1.32633E+12,19.89173546,8.988143068,4.4,5.4,60911057,18.94075966,65.04292297,33.66991071,7239.652,9074804,62.29999924,75.09999847,68.69999695,26.5,22,24,62.56451,51.38632,56.89687,2000
United Kingdom,GBR,70.11945604,-2.625932019,32.66777963,88.46392521,6114.529259,0.368157986,9.236880056,18.58924135,243.4279089,26.18872069,2.927099602,4.737313439,30,,28.43457415,6,,,10,,,73.78187319,59.8174498,0.089807679,26.82853715,18.63449571,65.54709365,27.63030026,17.65900384,29.47089346,25089.44638,3.544406018,14.39210572,24.734641,4.596768445,,,1.5,25.3,72.8,61.4,17.79999924,47.40000153,26.10000038,28,5.599999905,77.86121951,75.51,65.15136543,2739.078296,89.4,2.14,32.06812794,2.0058E+12,1.49363E+12,17.91328273,2.366212359,5.6,6.6,58892514,18.99575233,65.19953156,24.2880172,7164.745,3348200,68.30000305,83.09999847,75.69999695,26,26,26,63.01311,53.21453,58.08684,2000
Greece,GRC,66.16757176,-7.820827834,64.22648573,94.59499372,4539.409205,0.729074556,8.384829494,47.59964684,84.69743988,29.12236318,3.166082521,8.626783213,40,,23.25122357,100,,,47,,,54.33847493,51.83672086,0,9.159606137,17.80952591,72.37179064,24.86186629,23.31652982,38.35971265,11500.64754,4.147284896,13.90539205,20.12232697,3.347904495,,,17.4,22.6,60,53,41.09999847,29.89999962,27.89999962,56.4,11.19999981,77.98780488,75.5,68.25845107,,59.7,2.14,13.34645039,1.96958E+11,1.24418E+11,25.27511992,10.02073642,6.9,7.8,10917482,15.19065094,67.96253967,21.26454616,3899.767,1273978,50.79999924,77.69999695,64.30000305,21.39999962,17.39999962,19,53.4196,48.95136,51.08721,2000
Hungary,HUN,65.32024102,-8.361468983,27.58375721,80.54322173,3309.283711,1.193418901,5.596667349,25.38308728,113.9362977,17.50320317,9.798584649,0.851219192,18,,21.93268226,41,,,22,,,30.12719358,37.19777482,0.033297519,7.00227236,10.21270433,66.48940319,72.15651573,26.92622961,75.78484546,4689.608437,6.498222714,18.6724603,19.80381825,4.800582108,,,6.5,33.7,59.7,49,18.39999962,65.19999695,16.39999962,49,6.599999905,71.24634146,67.1,68.14484494,1410.312413,64.6,2.14,26.42001612,89959445223,46385589534,27.10020829,6.627642032,9.8,11.3,10210971,16.81796837,68.03456879,51.35014506,3632.695,2762701,52.40000153,67.40000153,59.70000076,18.10000038,14.60000038,16.20000076,39.65467,32.38243,35.93188,2000
Ireland,IRL,64.04412832,-0.368559684,28.79651924,93.16126186,5795.711358,0.42293383,10.73569139,22.10213484,55.23878647,25.97726914,5.564830273,-1.20958423,24,,26.02105012,7,,,10,,,64.67125664,48.14211384,0,17.84306512,13.78320378,48.74719825,98.1305737,23.93724069,84.59821641,25383.85586,7.790098394,11.18540182,16.45279973,4.285328522,,,7.8,28.5,62.9,59.1,,,,,4.300000191,76.54073171,73.97,67.13742126,2238.800869,59.1,2.14,47.52008313,1.59642E+11,97331522066,23.92008731,7.907248567,6,7.2,3805174,21.77335358,67.00863647,15.63361881,7841.521,277286,55.70000076,79.40000153,67.59999847,28.10000038,20.5,23.60000038,54.95453,45.27679,50.04549,2000
Iceland,ISL,22.75311721,-9.737907802,0,25.64516129,26220.64057,0.248555639,7.693096085,21.23278298,2.802992519,,5.11872936,12.69711384,30,,26.05345128,11,,,21,,,76.47544484,69.87046263,0.839145907,44.48398577,23.42287926,60.62090308,33.5763573,23.23479772,40.85493736,30951.20315,3.022128304,20.06596934,19.85410288,5.810752223,,,8.3,23,68,80.6,43.79999924,28,28,11.8,2.299999952,78.95365854,77.1,65.14968782,,92.2,,12.25717571,13212623409,8697298234,23.23490497,16.42319568,3.1,4,281205,23.27586746,65.13935852,1.286783042,,,83.30000305,89.90000153,86.59999847,21.5,19,20.10000038,56.94577,34.2671,45.48106,2000
Israel,ISR,26.15526802,-1.77115334,68.80288788,97.38696736,6323.103832,0.502125331,9.960207346,51.78962174,290.6192237,57.88214343,1.124841572,11.13867334,36,,28.73694578,29,,,17,,,69.96342821,47.28891716,0,20.19398951,25.94565901,53.38549858,37.08516829,20.96571249,37.38203838,19836.09816,6.348921535,19.74820928,21.04117145,6.546496525,,,2.2,24,73,55.7,15.19999981,35.29999924,48.59999847,,8.800000191,78.95365854,77.1,61.81186141,,91.4,,25.09373051,1.20905E+11,1.24895E+11,20.48936149,2.1781582,5.6,6.9,6289000,28.08658409,61.89033508,15.61922366,2443.284,74846,56.20000076,67,61.59999847,46.40000153,35.70000076,40.90000153,58.50367,40.98124,49.47153,2000
Italy,ITA,53.16718235,-0.526830403,11.30740479,91.6885902,5299.269868,0.407364563,7.849516792,33.39729821,193.6302744,18.07914681,2.537686539,5.0153222,41.25,,23.21139962,74,,,38,,,74.18268403,47.67983761,0.201936483,23.17879632,18.44815152,59.92164943,27.05554814,20.69489537,26.12024446,19269.02218,3.643909834,23.18670548,26.65659061,4.472861085,,,5.2,31.8,62.9,47.6,47.59999847,39.79999924,11.39999962,61.3,10.80000019,79.52243902,76.62,67.26404366,1157.469618,67.2,2.14,9.279585096,1.70099E+12,1.10401E+12,20.8246946,5.822280089,4.7,5.5,56942108,14.32290173,67.41692352,28.82934956,4993.935,4137209,46.20000076,73.59999847,59.79999924,13.39999962,10.10000038,11.39999962,54.99563,42.80431,48.8116,2000
Japan,JPN,14.42524005,2.563720285,22.14775533,80.45266735,7970.788997,0.263267694,9.685413037,33.47065056,348.0658436,47.28858517,-0.712204597,3.867394067,42,,,13,,,12,,,52.64000631,48.83510365,0.673646252,29.95191929,16.88735698,56.21826601,10.98548897,25.43997404,9.531086012,36789.21969,2.681773936,21.63597592,21.15899437,3.67178332,,,5.1,31.2,63.1,62.4,17.20000076,47.70000076,35,25.5,4.800000191,81.07609756,77.72,68.16157432,5110.832557,65.2,2.81,28.34891198,4.3081E+12,4.7312E+12,25.10465618,3.685671634,3.3,4.5,126870000,14.62433815,68.19528961,12.27434842,6256.91,2045099,59.5,85.30000305,72.40000153,33.20000076,36.29999924,35,44.83257,52.45509,48.73639,2000
"Korea, Rep.",KOR,19.98379419,2.296806684,38.60830566,84.02717472,5906.973281,0.828079179,9.395937032,46.87372923,476.1268105,49.31865427,2.265333173,3.362423016,30.8,,15.40601887,23,,,38,,,57.04645592,55.01829476,8.232641253,40.50374404,11.95235364,54.6282881,38.5641772,30.56233381,35.70715276,11346.66499,7.583834901,,,,,,10.6,28.1,61.2,60.9,32.5,43.5,24,2.3,4.400000095,75.8554878,72.275,71.81747809,2334.085495,79.6,,34.81925515,6.78268E+11,5.33384E+11,30.56233381,10.69415678,5.2,6.1,47008111,20.95913696,71.70204163,17.40099261,6435.724,1165478,52.20000076,75.90000153,64.19999695,18.39999962,27.79999924,24,59.26495,96.44758,78.82827,2000
Luxembourg,LUX,49.42084942,12.63775136,0,83.44390832,15484.75819,0.406005908,18.86166399,18.25815402,168.4555985,,3.147371816,,37.45,,26.37593349,53,,,56,,,69.5104286,57.04331882,0,22.92000917,15.1,40.74090909,150,23.15,128.9909091,46456.62444,6.992315948,,,,,,2.4,20.7,72.1,53.2,32.70000076,44.5,20.70000076,22.4,2.299999952,77.87317073,74.8,66.98800475,3766.338691,83.8,2.14,16.82601588,31585584241,20267551133,23.13350062,3.432273035,3.9,4.8,436300,18.94380188,66.98110962,23.93822394,5328.801,28680,51.70000076,76.40000153,64.19999695,20.29999924,20.89999962,20.70000076,,,9.81434,2000
Netherlands,NLD,57.93838863,1.886315085,28.3853121,93.84253626,6559.508475,0.431526038,10.43423738,39.78612318,471.7248536,12.53045517,2.316666342,0.642874329,35,,22.33012728,28,,,42,,,67.53349382,62.09565043,1.63260887,43.95485418,21.98081156,50.44095129,70.08230453,22.03129486,64.53536224,24179.85582,3.154911452,15.44419177,22.78150682,4.958620442,,,3,20.2,70.4,62.8,30.70000076,45.09999847,23.79999924,,3,77.98780488,75.5,67.85083222,2644.590544,76.8,2.14,35.44671317,5.97952E+11,3.85075E+11,22.03129486,1.308913552,5.1,6.2,15925513,18.56234169,67.87472534,26.9549763,7905.523,219100,65.80000305,84,75,23.5,24.5,24.10000038,53.31498,51.79741,52.54465,2000
Norway,NOR,3.424477455,14.90229756,0.051572976,53.86193294,24993.54264,0.230436392,8.634997996,19.6853366,14.7594321,,3.08606791,-5.811609297,28,,27.43523843,10,,,44,,,71.78802049,53.46248052,0.518748608,26.72010688,19.31515533,43.20735113,46.53638402,20.36879887,29.42768935,37472.37103,2.540762022,,,6.580968256,,,4.3,21.8,73.6,67.3,11.39999962,57.09999847,30.60000038,5.3,3.400000095,78.60390244,75.96,64.9426255,,76.1,1.07,17.13195751,2.7272E+11,1.68289E+11,20.36878511,0.998407625,3.9,4.9,4490967,20.00718307,64.82207489,2.888786644,3931.792,330593,75.90000153,84.40000153,80.19999695,33.40000153,29.20000076,31.10000038,82.44546,56.68397,69.34229,2000
New Zealand,NZL,57.57349371,-5.263927952,4.183769727,70.1843044,9076.416611,0.641792869,8.467147079,17.61143713,14.41036943,27.55210223,3.007705741,5.790637534,33,,,2,,,7,,,39.97096791,47.4622842,0.120742392,47.5072969,17.4806954,59.26491523,35.51011604,21.58146758,33.83719425,13192.95911,1.757702329,20.19400587,23.03765307,,,,8.7,23.2,67.7,64.9,0.600000024,43.09999847,33.20000076,19.3,5.900000095,78.63658537,76.1,65.47027934,,85.7,2.46,10.15571972,93734270842,51981385896,21.16439302,-1.378809869,6.1,7.4,3857700,22.72873878,65.50627136,5.696707303,6277.748,136066,67.19999695,83.09999847,75.09999847,36.40000153,30.39999962,33.20000076,78.59487,53.96528,66.15093,2000
Poland,POL,60.49743725,-6.038787015,96.15363125,95.84810808,3239.657441,1.759992057,7.839145808,40.31587803,126.343005,4.332952434,10.05981512,11.98752376,30,,,72,,,25,,,17.54574982,28.46423303,0,7.281473173,18.46007002,63.11220912,27.12436423,24.84979406,33.54643743,4454.08022,4.806739538,,,5.009778696,,,18.8,30.8,50.4,56.2,15.69999981,68.69999695,15.60000038,37.9,16.10000038,73.74878049,69.7,68.48969602,1435.593727,61.7,2.14,3.301368439,2.61095E+11,1.71276E+11,24.84974032,3.878702817,8.1,9.3,38453757,19.36027527,68.35721588,45.97516099,2534.78,8813629,58.90000153,70.5,64.69999695,14.5,10.39999962,12.30000019,58.85561,42.00092,50.28599,2000
Portugal,PRT,41.8579235,-10.29288163,33.86516647,84.08786933,4013.963318,0.560578785,6.175459974,31.06307257,111.7574149,38.3968068,2.846721116,,37.4,,21.33518443,48,,,43,,,65.1777733,42.2558483,0.245985561,16.43098272,19.32035659,63.87666639,29.75873068,27.69281099,40.64856465,11016.22134,3.398039847,20.47507288,28.66554162,5.423352882,,,12.5,34.4,53,60.8,70.19999695,11.89999962,9.100000381,42.9,3.900000095,76.51707317,73.2,67.73281842,1636.817625,54.4,2.14,6.392590627,1.841E+11,1.173E+11,28.42961147,1.591111551,5.7,7.4,10289898,16.17373276,67.60456848,17.83606557,2780.684,578411,63.79999924,78.80000305,71.19999695,12.10000038,7.400000095,9.5,54.5306,40.7778,47.55606,2000
Slovak Republic,SVK,50.72765073,-2.418954988,19.84219755,72.51873978,4955.888754,1.271770286,6.773524513,19.22436371,112.0320336,,12.03577678,5.00790018,29,,,35,,,22,,,23.08027131,31.50981015,,9.409044107,20.15678067,56.32674581,70.50568506,26.00313561,72.99234715,5326.059737,1.490099863,10.69707782,16.07502457,3.926696955,,,6.7,37.3,56.1,59.7,9.199999809,80,10.80000019,54.6,18.79999924,73.2,69.2,69.00447311,1850.857167,56.3,2.14,4.075092637,48269023753,28724041828,25.98205573,-3.41930046,10.2,11.8,5388720,19.7081852,68.92002869,31.76715177,2709.165,813429,63.09999847,76.5,69.69999695,10.60000038,10.5,10.60000038,29.22739,27.66578,28.43127,2000
Slovenia,SVN,25.71996028,-2.752916336,33.84468585,70.16204425,5777.777778,0.725688658,7.256156863,33.57504972,98.75868918,,8.878803678,9.902656591,25,,20.55662835,58,,,54,,,61.11618904,39.48712921,,15.08295626,18.78267734,57.41030721,53.94594796,27.29311677,57.43204927,9998.994451,4.205065064,,,,,,9.5,37.4,52.3,57.5,20.79999924,62.79999924,16.5,62.7,7.199999809,75.9097561,72.3,70.07629674,2183.936182,50.8,2.14,4.704045886,29900452543,19979467790,27.42460824,2.570580063,4.6,5.5,1988925,15.88322926,70.0243988,8.589870904,4803.07,103468,63.09999847,71.69999695,67.5,19.60000038,13.80000019,16.5,63.99924,46.80792,55.11092,2000
Sweden,SWE,7.684059172,2.694318761,1.697996282,34.83873681,15687.11241,0.203869885,5.644931334,13.2417583,21.61431043,13.59474574,1.037254649,4.297386917,28,,23.12075581,17,,,38,,,71.84913745,64.84383809,2.807531853,45.64212425,26.00548359,49.4365523,46.57538021,18.29321681,40.31063291,27688.89257,4.262386305,23.00729424,25.86383241,7.213952792,,,2.4,24.5,73,62.4,21,48.79999924,29.60000038,26.4,5.800000191,79.64829268,77.38,64.37334893,,84,2.14,24.61201285,3.24508E+11,2.4726E+11,18.64210463,8.127462738,3.4,4.1,8872109,18.43109322,64.30443573,6.587220354,4560.257,1228922,75.40000153,80.5,78,32.70000076,26.5,29.39999962,79.73076,54.97405,67.10568,2000
United States,USA,45.23058486,-4.274788014,52.89751733,85.94291641,13669.94953,0.587536403,20.33219268,24.46925283,30.79834794,43.14846441,3.376857271,6.90300057,40,,,4,,,0,,,38.79833293,68.22540578,2.505519329,43.94482798,14.37919875,69.01831067,11.22706046,20.4888989,15.11346879,34605.84324,2.541275966,19.32338395,23.02146034,,,,2.6,23.2,74.3,66.8,13.69999981,51.5,34.79999924,6,4,77.03414634,74.4,66.07450594,4480.858257,79.1,1.8,33.65615797,1.15588E+13,1.02897E+13,23.55753812,5.930335097,7.1,8.4,282162411,21.34960747,66.28553772,19.14096609,5854.281,58526107,69.90000153,82.69999695,76.30000305,35.40000153,34.29999924,34.79999924,77.69083,58.50724,67.84923,2000
Australia,AUS,59.31817294,-1.948163562,78.39796743,93.84108679,10365.57977,0.75771633,16.59529841,18.19183364,2.526977598,60.42496265,4.380841121,3.776118746,34,,24.68806823,9,,,0,,,57.34301757,51.82094473,0.632565806,52.67278628,17.65918219,60.59213784,22.02925987,21.48940102,21.76998091,21901.72991,0.614145194,17.29459851,15.70644962,5.072193157,,,4.8,20.9,74.2,63.4,35.5,35.29999924,29,22,6.800000191,79.63414634,77,66.89934642,,87.4,7.74,15.45494538,6.02188E+11,3.78642E+11,23.12865489,-8.17312758,5,6.1,19413000,20.55550003,66.94815826,6.483344832,2219.337,17517484,66,82.30000305,74.09999847,33.5,25.5,29,71.96074,58.66659,65.19178,2001
Austria,AUT,40.9460279,-0.794900671,13.0963163,76.60383598,7323.994215,0.330703114,7.902434965,38.34619211,97.55021998,19.32574882,2.663437293,,34,,21.6920543,26,,,24,,,81.32521799,49.69529067,3.986067098,39.16441472,18.87933327,55.19196606,48.46358915,23.71649682,46.2513853,23895.85891,0.127386184,22.9310129,27.64348213,5.695499591,,,5.7,29.7,64.6,57.8,20.29999924,64.80000305,14.89999962,23.3,4,78.53195122,75.61,67.66406699,,65.94,3.02,14.27592259,2.8303E+11,1.91679E+11,23.92785955,-0.73346393,4.5,5.4,8042293,16.84939575,67.58325958,16.82231656,6035.521,846324,62.09999847,79.30000305,70.69999695,14,16.79999924,15.5,59.99091,53.77715,56.82897,2001
Belgium,BEL,45.87186262,,16.2354677,75.84404456,8266.841645,0.49475673,11.24346146,26.82863412,339.7291942,17.38957908,2.474444836,6.303184643,40.17,,27.03974382,20,,,17,,,74.82259162,49.88523379,4.471663264,31.10722271,21.77740524,54.19397952,84.80858148,20.49072361,81.27068985,22725.23195,0.450658083,18.22912607,23.77231771,5.999140925,,,1.4,25.5,72.7,50.7,30.29999924,35.5,34.20000076,51.7,6.199999809,77.92439024,74.9,65.57897796,3151.963014,97.14,3.02,10.50782575,3.51446E+11,2.32486E+11,21.15333541,-4.462672441,4.6,5.6,10286570,17.46020126,65.49475098,27.90620872,8218.118,287000,54.40000153,72.69999695,63.59999847,37.79999924,29.29999924,32.90000153,62.39395,54.20781,58.24527,2001
Canada,CAN,7.423096252,2.275746471,19.98897894,76.75426397,16807.14499,0.713830747,16.94555352,21.41314789,3.418031101,42.15751289,2.52512014,4.641068855,42.1,,14.34116573,8,,,4,,,34.26109729,67.96881787,9.124281334,45.04229149,19.10621201,55.97022873,43.54170577,19.18129901,37.79944551,23738.89551,0.761441434,,,5.088686179,,,2.8,23,74.2,65.4,17.10000038,41.90000153,41,9.5,7.199999809,79.48780488,77,68.50480636,3698.877911,79.62,1.79,16.57287445,1.01777E+12,7.15424E+11,19.18129901,-3.817849536,5.3,6.2,31081900,18.87610054,68.47148895,5.045356523,2446.833,17733700,70.69999695,81.90000153,76.40000153,45.5,37.09999847,41,,,,2001
